Gender;Age;Admission_Year;GPA;Total_Score;Math_EGE;Russian_EGE;Profile_EGE;Individual_Achievements;Admission_Category;Study_Form;Faculty;Competition_Per_Seat;Enrolled
Ж;20;2020;4,59;225;95;49;53;10;Общий конкурс;Очная;Юриспруденция;7,85;0
М;18;2024;4,02;293;99;96;76;1;Общий конкурс;Очная;Медицина;5,06;0
М;17;2020;3,52;221;70;56;56;7;Общий конкурс;Очная;Медицина;5,52;0
М;17;2022;4,4;251;79;95;88;8;Общий конкурс;Очная;Филология;2,98;1
Ж;21;2025;3,31;231;73;100;60;1;Особая квота;Очная;Медицина;6,06;0
Ж;17;2021;3,37;204;49;89;49;2;Общий конкурс;Заочная;Юриспруденция;6,82;0
М;18;2024;3,41;218;51;66;69;10;Общий конкурс;Очная;Биология;6,39;0
М;18;2024;4,06;254;56;97;83;7;Общий конкурс;Очная;Филология;8,74;0
М;25;2020;4,85;245;82;82;57;3;Общий конкурс;Очная;Информатика;6,74;0
М;23;2020;3,98;239;76;100;41;5;Общий конкурс;Очная;Медицина;8,24;0
Ж;26;2023;3,41;242;71;73;76;10;Общий конкурс;Заочная;Математика;2,31;0
Ж;17;2022;3,54;217;58;42;94;8;Общий конкурс;Очная;Информатика;6,41;0
М;18;2020;3,27;234;64;91;87;1;Общий конкурс;Заочная;Физика;2,32;0
М;18;2025;3,34;300;93;55;50;10;Общий конкурс;Очная;Биология;9,81;0
М;21;2025;3,22;257;53;41;66;5;Общий конкурс;Очная;Юриспруденция;6,54;0
М;25;2020;3,21;226;98;59;47;6;Особая квота;Очная;Математика;4,79;0
Ж;23;2022;3,34;228;81;68;90;9;Общий конкурс;Очная;Физика;4,57;0
М;19;2020;3,28;247;82;94;78;9;Целевая квота;Заочная;Физика;3,57;0
Ж;18;2023;4,06;233;44;90;65;0;Общий конкурс;Очная;Медицина;8,25;0
Ж;17;2024;4,75;283;53;49;98;1;Общий конкурс;Очная;Медицина;7,69;0
М;23;2023;4,34;216;77;93;43;1;Особая квота;Очная;Медицина;7,79;0
М;17;2020;4,22;252;72;54;60;1;Общий конкурс;Очная;Экономика;2,18;1
М;17;2024;3,6;240;98;98;65;8;Общий конкурс;Очная;Экономика;3,64;0
Ж;21;2020;4,25;214;51;80;60;7;Общий конкурс;Очная;Медицина;3,82;0
Ж;20;2024;5;219;86;86;77;5;Общий конкурс;Очная;Экономика;3,32;0
Ж;17;2021;4,73;275;76;77;45;0;Целевая квота;Очная;Физика;5,33;0
М;18;2023;4,52;261;61;66;40;1;Общий конкурс;Очная;Математика;6,53;0
Ж;22;2024;4,63;299;57;71;55;6;Целевая квота;Очная;Физика;1,97;1
Ж;17;2023;4,18;289;81;51;97;0;Общий конкурс;Заочная;Филология;6,19;0
Ж;18;2021;4,38;211;44;62;43;10;Общий конкурс;Очная;Биология;6,38;0
Ж;21;2025;4,9;258;71;56;96;10;Общий конкурс;Очная;Медицина;1,91;1
М;17;2025;4,73;286;74;78;40;7;Общий конкурс;Очная;Экономика;7,27;0
Ж;17;2025;3,66;283;69;92;53;3;Общий конкурс;Очная;Математика;7,19;0
Ж;23;2021;3,74;212;87;75;92;2;Общий конкурс;Очная;Филология;3,06;0
Ж;20;2025;3,89;276;80;88;94;6;Общий конкурс;Очная;Физика;9,86;0
Ж;20;2022;3,82;203;63;47;60;0;Общий конкурс;Очная;Филология;4,94;0
Ж;19;2020;3,2;233;57;91;99;9;Общий конкурс;Очная;Филология;8,32;0
М;17;2024;3,11;206;86;66;83;3;Общий конкурс;Очная;Математика;5,3;0
М;17;2021;3,14;245;77;50;85;6;Общий конкурс;Очная;Математика;5,62;0
Ж;20;2022;3,09;239;46;48;42;7;Общий конкурс;Очная;Экономика;4,63;0
Ж;18;2024;4,14;244;68;46;92;6;Общий конкурс;Заочная;Медицина;6,76;0
Ж;17;2022;3,24;236;72;93;78;4;Общий конкурс;Очная;Экономика;1,17;0
М;19;2023;3,89;255;68;60;73;4;Общий конкурс;Очная;Медицина;7,52;0
Ж;18;2021;3,19;243;60;99;74;4;Общий конкурс;Очная;Юриспруденция;1,95;0
Ж;17;2021;3,71;256;72;92;61;10;Общий конкурс;Очная;Биология;8,32;0
М;19;2023;3,29;269;59;42;77;4;Общий конкурс;Очная;Медицина;3,62;0
М;17;2024;3,11;278;86;99;81;3;Общий конкурс;Очная;Математика;8,52;0
М;17;2024;4,33;221;48;84;90;2;Общий конкурс;Очная;Информатика;5,93;0
М;25;2022;4,56;255;51;72;56;3;Целевая квота;Заочная;Физика;2,21;1
Ж;17;2024;3,5;227;64;75;63;7;Общий конкурс;Очная;Биология;2,02;0
М;18;2021;3,92;220;40;92;59;1;Целевая квота;Очная;Экономика;6,84;0
М;20;2023;4;228;98;96;67;5;Общий конкурс;Заочная;Экономика;3,35;0
М;19;2023;3,08;284;77;86;71;5;Общий конкурс;Очная;Экономика;8,45;0
М;19;2020;3,13;268;80;58;71;8;Целевая квота;Очная;Юриспруденция;3,42;0
Ж;17;2021;3,72;215;89;65;78;6;Особая квота;Очная;Филология;5,68;0
М;20;2020;4,62;230;91;79;89;10;Общий конкурс;Очная;Юриспруденция;8,79;0
Ж;23;2024;3,82;247;99;43;53;1;Общий конкурс;Очная;Юриспруденция;3,94;0
М;17;2021;4,19;262;67;54;69;6;Общий конкурс;Очная;Математика;4,13;1
М;18;2020;4,99;281;88;86;78;2;Особая квота;Очная;Биология;8,75;0
М;25;2025;4,84;296;43;43;68;10;Общий конкурс;Очная;Математика;3,25;1
Ж;25;2021;3,83;256;94;42;48;9;Общий конкурс;Очная;Юриспруденция;9,64;0
Ж;18;2021;4,43;217;46;69;47;0;Общий конкурс;Очная;Юриспруденция;9,13;0
Ж;20;2021;3,19;227;74;52;42;0;Общий конкурс;Очная;Филология;2,66;0
Ж;22;2021;4,33;288;48;49;41;10;Общий конкурс;Очная;Математика;5,88;0
М;18;2020;3,3;207;88;77;68;1;Общий конкурс;Очная;Экономика;8,06;0
М;19;2020;4,53;218;84;65;87;8;Общий конкурс;Очная;Математика;1,14;0
М;22;2020;3,83;298;81;89;89;5;Общий конкурс;Очная;Математика;7,02;0
Ж;17;2022;3,84;259;50;80;67;7;Особая квота;Очная;Физика;5,78;0
М;21;2020;3,26;287;49;94;66;0;Общий конкурс;Заочная;Юриспруденция;9,22;0
М;19;2021;4,08;275;79;94;76;6;Особая квота;Очная;Экономика;8,17;0
Ж;17;2020;3,36;203;72;56;95;1;Особая квота;Очная;Филология;4,68;0
Ж;17;2024;3,3;255;77;96;56;2;Общий конкурс;Очная;Математика;5,73;0
М;18;2022;4,91;218;56;49;84;3;Общий конкурс;Очная;Медицина;5,13;0
М;21;2021;3,75;227;86;48;66;8;Общий конкурс;Заочная;Филология;7,65;0
Ж;25;2021;3,12;243;58;68;75;9;Общий конкурс;Очная;Медицина;3,01;0
Ж;21;2022;3,64;291;81;52;98;1;Общий конкурс;Очная;Медицина;7,06;0
М;22;2024;3,27;287;83;99;60;4;Общий конкурс;Очная;Экономика;3,13;0
Ж;19;2021;3,56;219;70;74;50;6;Общий конкурс;Очная;Юриспруденция;2,6;0
М;18;2020;3,12;272;84;46;67;4;Общий конкурс;Очная;Медицина;3,37;0
М;18;2020;4,54;274;48;63;50;0;Общий конкурс;Очная;Филология;1,87;1
Ж;28;2022;4,72;295;85;42;83;0;Целевая квота;Очная;Информатика;3,77;1
М;18;2020;3,02;255;49;71;73;4;Общий конкурс;Заочная;Биология;9,65;0
Ж;24;2022;3,27;226;41;62;53;10;Целевая квота;Очная;Математика;8,15;0
М;19;2024;3,76;217;77;53;78;6;Общий конкурс;Очная;Математика;6,16;0
Ж;18;2025;4;273;77;67;69;6;Общий конкурс;Очная;Биология;5,71;0
Ж;20;2023;3,31;223;96;53;97;9;Общий конкурс;Очная;Физика;7,59;0
Ж;17;2025;4,48;254;41;89;94;9;Общий конкурс;Заочная;Медицина;5,07;0
Ж;20;2023;4,66;270;92;41;52;7;Особая квота;Очная;Экономика;9,78;0
Ж;17;2023;4,48;223;77;51;51;8;Целевая квота;Очная;Экономика;6,62;0
М;18;2020;3,43;231;98;60;44;9;Общий конкурс;Очная;Юриспруденция;8,57;0
Ж;17;2021;3,72;259;94;47;44;4;Общий конкурс;Заочная;Информатика;5,65;0
М;18;2023;4,45;215;100;43;61;3;Общий конкурс;Заочная;Юриспруденция;6,39;0
Ж;24;2022;3,24;268;40;56;41;1;Общий конкурс;Очная;Физика;3,97;0
Ж;18;2024;4,05;205;70;86;98;3;Общий конкурс;Очная;Экономика;7,96;0
Ж;19;2023;3,09;274;62;87;76;7;Общий конкурс;Очная;Физика;8,28;0
Ж;19;2024;3,17;233;69;98;57;1;Общий конкурс;Очная;Физика;8,12;0
М;18;2024;4,18;200;74;56;89;3;Общий конкурс;Очная;Физика;5,61;0
М;19;2020;4,9;288;41;43;40;6;Общий конкурс;Очная;Математика;9,68;0
Ж;17;2022;4,38;233;77;92;87;8;Целевая квота;Очная;Математика;1,82;0
Ж;17;2021;3,72;206;100;45;91;3;Общий конкурс;Очная;Экономика;1,44;0
М;24;2021;4,22;282;84;56;79;1;Общий конкурс;Очная;Юриспруденция;7,05;0
М;20;2025;4,5;279;66;98;99;4;Общий конкурс;Заочная;Физика;1,44;1
М;20;2022;3,04;217;88;46;81;10;Общий конкурс;Очная;Информатика;5,1;0
Ж;18;2023;3,34;207;67;78;56;5;Особая квота;Заочная;Медицина;9,34;0
М;19;2021;3,14;281;90;92;55;0;Общий конкурс;Заочная;Юриспруденция;4,09;0
М;19;2024;3,35;287;65;73;94;9;Общий конкурс;Очная;Математика;6,78;0
М;19;2020;3,88;205;92;81;45;5;Общий конкурс;Очная;Филология;7,12;0
Ж;18;2022;4,37;298;96;76;70;6;Целевая квота;Очная;Филология;3,13;1
М;20;2025;3,9;287;67;52;61;4;Общий конкурс;Заочная;Биология;3,24;0
М;19;2022;4,04;260;83;61;83;0;Целевая квота;Очная;Юриспруденция;3,01;1
М;18;2025;4,04;262;59;73;97;8;Целевая квота;Очная;Филология;6,18;0
М;17;2020;4,57;286;99;98;93;0;Общий конкурс;Очная;Информатика;8,66;0
Ж;19;2024;4,04;280;62;82;100;9;Общий конкурс;Очная;Информатика;8,03;0
М;18;2025;3,55;211;100;63;64;4;Общий конкурс;Очная;Математика;5,2;0
М;18;2024;3,9;238;93;47;46;2;Особая квота;Очная;Биология;9,11;0
М;19;2020;4,82;200;50;72;80;7;Особая квота;Очная;Физика;7,42;0
М;24;2024;3,15;215;65;62;81;7;Целевая квота;Очная;Медицина;2,12;0
М;19;2025;4,96;225;45;83;40;9;Общий конкурс;Очная;Информатика;5,23;0
М;19;2025;4,17;281;73;96;74;2;Общий конкурс;Очная;Информатика;8,51;0
Ж;19;2024;3,64;246;49;55;73;2;Общий конкурс;Очная;Биология;3,34;0
Ж;17;2021;3,06;253;70;42;96;6;Общий конкурс;Заочная;Филология;8,95;0
М;17;2020;4,09;273;68;40;42;0;Общий конкурс;Очная;Математика;5,43;0
Ж;19;2023;4,06;222;99;77;44;9;Общий конкурс;Очная;Юриспруденция;8,19;0
М;18;2025;3,08;271;44;51;58;5;Особая квота;Очная;Филология;7,88;0
Ж;28;2023;3,57;255;50;87;82;1;Общий конкурс;Очная;Физика;5,81;0
Ж;18;2023;3,11;243;50;57;73;10;Общий конкурс;Заочная;Информатика;2,97;0
М;20;2021;3,59;239;47;75;71;6;Целевая квота;Очная;Юриспруденция;9,25;0
М;19;2022;3,56;212;94;63;56;1;Общий конкурс;Очная;Информатика;8,27;0
М;18;2023;3,19;268;44;46;65;4;Целевая квота;Очная;Информатика;5,81;0
Ж;19;2022;3,33;229;44;74;98;3;Общий конкурс;Очная;Экономика;1,42;0
М;17;2020;4,96;283;40;40;80;9;Общий конкурс;Очная;Математика;2,72;1
М;18;2022;3,66;221;69;50;77;10;Общий конкурс;Очная;Юриспруденция;7,13;0
Ж;21;2022;3,99;208;85;97;58;6;Общий конкурс;Очная;Информатика;2,51;0
Ж;17;2025;4,98;269;43;57;62;10;Общий конкурс;Очная;Информатика;4,94;1
М;23;2022;4,97;205;99;94;50;3;Общий конкурс;Очная;Филология;8,04;0
Ж;19;2024;4,49;298;59;80;49;0;Общий конкурс;Очная;Биология;4,28;1
Ж;17;2024;3,8;279;98;64;77;0;Общий конкурс;Очная;Биология;7,16;0
М;19;2022;4,39;290;61;42;60;3;Общий конкурс;Очная;Медицина;6,87;0
М;20;2021;3,49;273;84;64;61;2;Общий конкурс;Очная;Информатика;8,4;0
Ж;19;2025;4,13;266;51;96;92;9;Общий конкурс;Очная;Математика;5,45;0
Ж;23;2024;4,96;268;75;79;80;7;Общий конкурс;Очная;Юриспруденция;1,83;1
М;18;2021;4,1;231;42;71;72;1;Общий конкурс;Очная;Биология;6,23;0
Ж;21;2020;3,37;226;67;94;56;0;Особая квота;Очная;Математика;6,96;0
Ж;19;2024;3,78;300;56;61;46;5;Общий конкурс;Очная;Медицина;4,1;0
Ж;19;2022;4,72;225;100;76;57;8;Общий конкурс;Очная;Экономика;2,91;0
М;25;2020;4,1;261;63;69;45;10;Общий конкурс;Заочная;Медицина;4,49;1
М;17;2022;3,47;216;75;80;87;7;Общий конкурс;Очная;Экономика;9,99;0
М;18;2022;4,79;234;61;57;58;10;Целевая квота;Очная;Информатика;4,42;0
Ж;17;2025;4,15;222;97;100;59;8;Общий конкурс;Очная;Юриспруденция;8,05;0
Ж;23;2025;3,9;300;66;89;44;8;Общий конкурс;Очная;Физика;2,35;0
М;20;2025;3,12;290;70;75;43;0;Общий конкурс;Заочная;Информатика;7,32;0
Ж;17;2022;3,62;295;67;51;49;9;Целевая квота;Очная;Медицина;4,54;0
Ж;18;2020;4,3;283;83;77;94;5;Общий конкурс;Заочная;Информатика;8,44;0
Ж;19;2025;4,03;250;98;54;42;8;Общий конкурс;Очная;Физика;5,63;0
Ж;18;2025;4,99;265;81;81;73;4;Особая квота;Заочная;Юриспруденция;6,21;0
Ж;19;2024;3,21;225;100;67;74;2;Общий конкурс;Очная;Экономика;8,32;0
М;25;2022;3,8;217;67;52;95;6;Общий конкурс;Заочная;Экономика;1,96;0
